,jobname,min-pairwise-TMscores,avg-pairwise-TMscores,number of clusters,cluster decay rate 1,cluster decay rate 2,cluster decay rate 3,Top 1 pLDDT,Top 2 pLDDT,Top 3 pLDDT,dataset
541,2y9jk,0.23766845361786218,0.5821992607553358,57,0.1979381443298969,0.8958333333333334,0.47674418604651164,0.8906929412000001,0.8850835294,0.8683641176,pdb
542,2yiuF,0.3391980939167244,0.6209355667829688,83,0.7777777777777778,0.873015873015873,0.6181818181818182,0.9357657895,0.9331357895,0.9309821053,pdb
543,2yvpA,0.6236190614788737,0.7863115057737455,8,0.02418745275888133,0.78125,0.92,0.9781769231,0.9276813187,0.9253181319,pdb
544,2zokF,0.6697669262124142,0.8245107423007455,3,0.004641909814323607,0.7142857142857143,0.0,0.967541,0.749751,0.739795,pdb
545,3aa4A,0.517206815066891,0.7304152532185115,6,0.05068790731354091,0.14285714285714285,0.5,0.9548451613000001,0.8637290323,0.8122180645,pdb
546,3ab4L,0.37295425548672445,0.5756769974609542,5,0.06595905989385899,0.06896551724137931,0.6666666666666666,0.8977230337000001,0.8858842697,0.7657837079,pdb
547,3ae1C,0.30821085059890346,0.5416563197027556,15,0.5299539170506913,0.808695652173913,0.5053763440860215,0.9607464286,0.9597964286,0.9441185714,pdb
548,3b7jA,0.6279566433633577,0.769688636055447,5,0.005208333333333333,0.8571428571428571,0.8333333333333334,0.9526654088000001,0.7781257862000001,0.7233918239,pdb
549,3bi9X,0.3121589089980945,0.6058378579600205,15,0.022113022113022112,0.8888888888888888,0.4166666666666667,0.9336586207,0.7462629310000001,0.7345991379,pdb
550,3byaA,0.33758629687034997,0.5842196715978243,51,0.6487341772151899,0.5902439024390244,0.8099173553719008,0.9332756757,0.9114432432,0.909875,pdb
551,3c60C,0.54240282749041,0.6437641954967449,39,0.06790123456790123,0.8181818181818182,1.0,0.9496307692,0.9201038462000001,0.9142934066,pdb
552,3chyA,0.4259162877408591,0.6633166172029159,8,0.04478656403079076,0.140625,0.6666666666666666,0.972128125,0.8770210938,0.7798929688,pdb
553,3ct8A,0.33897694907590614,0.735425895806866,25,0.08376963350785341,0.96875,0.8387096774193549,0.9337267123,0.9007664384,0.8929315068,pdb
554,3d9yB,0.6807925154366371,0.8004032361485482,8,0.008258258258258258,0.9090909090909091,0.9,0.9773866142000001,0.8065755906000001,0.7487464567000001,pdb
555,3dbjH,0.32566284744298757,0.6570068621230195,34,0.5307855626326964,0.936,0.15384615384615385,0.9602192547,0.8894416149000001,0.8792341615,pdb
556,3e1oI,0.5509599805515043,0.7754799902757521,2,0.0,0.0,0.0,0.9757107595000001,0.6030626582,,pdb
557,3e1oL,0.5417702618603937,0.7606981590692091,3,0.0026542800265428003,1.0,0.0,0.9752772152,0.594178481,0.5653556962,pdb
558,3e2cB,0.5186539931073068,0.7593269965536533,2,0.0,0.0,0.0,0.9726949367000001,0.8962917722,,pdb
559,3e3qC,0.5523312165670385,0.7459988686081211,24,0.03469079939668175,0.7608695652173914,0.37142857142857144,0.9654486239000001,0.9119082569,0.8711339450000001,pdb
560,3fz2E,0.7212960288683394,0.8393721975247225,6,0.0226890756302521,0.7777777777777778,0.8571428571428571,0.9346395522000001,0.8325149254,0.8212313433,pdb
561,3g8kA,0.39329546575613444,0.7194610154531058,18,0.058521560574948665,0.6140350877192983,0.9142857142857143,0.8804115385,0.8331253846000001,0.8269338462,pdb
562,3gpgD,0.7182566889521464,0.841978192058527,3,0.006535947712418301,0.8888888888888888,0.0,0.9541339286,0.8095732143000001,0.8043958333,pdb
563,3gqqC,0.6492099375075336,0.7645753961461763,19,0.0962962962962963,0.7472527472527473,0.4411764705882353,0.8974841026,0.8456425641,0.8437651282,pdb
564,3h2vB,0.6475993465784388,0.8052906330203798,10,0.06960950764006792,0.4268292682926829,0.8,0.9170728723,0.8519776596,0.8463090426000001,pdb
565,3h96A,0.786643014426881,0.8621941421233964,7,0.024238227146814405,0.7714285714285715,0.7037037037037037,0.9588335664000001,0.8639342657,0.8450237762,pdb
566,3heiN,0.37270589886233774,0.7151577108502953,31,0.04029692470837752,0.7631578947368421,0.9655172413793104,0.9397143939,0.7941128788,0.7812818182,pdb
567,3i5jC,0.8717112671192316,0.9429538113255439,3,0.03032345013477089,0.13333333333333333,0.0,0.9688630952,0.9667988095000001,0.9035107143000001,pdb
568,3iy7B,0.5280841208802348,0.7187563827265738,18,0.015184381778741865,0.7142857142857143,0.7333333333333333,0.9112234783000001,0.8221478261,0.7888773913,pdb
569,3j07R,0.5154233845887638,0.6056203225145762,36,0.6153846153846154,0.875,0.8571428571428571,0.7604525714,0.7350245714,0.7349554286000001,pdb
570,3j7pp,0.21769206200143643,0.42648301803193817,10,0.8142548596112311,0.8010610079575596,0.32781456953642385,0.9513780220000001,0.9351703297,0.8052857143000001,pdb
571,3j7rS,0.16941316957131816,0.4724296171672948,30,0.36312849162011174,0.7538461538461538,0.7040816326530612,0.9430084337,0.9415060241000001,0.9282301205000001,pdb
572,3j9wA,0.5866094038720199,0.7820227618592066,8,0.018659881255301103,0.7272727272727273,0.5,0.9549422764000001,0.8434528455,0.7871219512000001,pdb
573,3j9zL,0.44445998569195394,0.6873957478529521,24,0.017511520737327188,0.8421052631578947,0.8125,0.9210064103000001,0.8137444444,0.7390427350000001,pdb
574,3jahQ,0.17221236389715647,0.6432048447386927,29,0.4398496240601504,0.6324786324786325,0.7837837837837838,0.898557754,0.8907133690000001,0.8752716578,pdb
575,3jaiM,0.47651004021215776,0.828345151258207,5,0.3181818181818182,0.12337662337662338,0.3684210526315789,0.9613347826,0.9599949275,0.9452985507,pdb
576,3jbnY,0.4480180533445417,0.7882246206768261,30,0.10381861575178998,0.8735632183908046,1.0,0.9135467532,0.8562941558,0.8529616883000001,pdb
577,3jbvh,0.3381604341668362,0.7739558149280455,31,0.8183807439824945,0.3235294117647059,0.5950413223140496,0.9372201342,0.9370671141,0.9350503356000001,pdb
578,3jc8A,0.295286826706599,0.6273208630429181,8,0.026427962489343565,0.5806451612903226,0.8333333333333334,0.9475386076000001,0.7980620253,0.7774481013000001,pdb
579,3jcdm,0.2925254350066035,0.5722179811176535,15,0.9820224719101124,0.43935926773455375,0.046875,0.9185830508,0.8988957627,0.8867355932000001,pdb
580,3jcjr,0.2853338201448108,0.6577827554717036,13,0.035164835164835165,0.3333333333333333,0.9375,0.9222901961000001,0.8745343137,0.8262656863000001,pdb
581,3jqkA,0.7317809521878474,0.8117450308607927,8,0.15073529411764705,0.15853658536585366,0.9230769230769231,0.9645292994,0.9021439490000001,0.8989484076,pdb
582,3jrhA,0.453466694672149,0.7178927007671684,27,0.46846846846846846,0.40384615384615385,0.8571428571428571,0.9129193878,0.8870857143,0.8867632653,pdb
583,3k3sC,0.7058385927402575,0.8096340251796965,39,0.6226415094339622,0.8535353535353535,0.6686390532544378,0.8960761905,0.8935085714000001,0.8902171429,pdb
584,3k6fB,0.4867147998252782,0.7032778368559324,14,0.03888888888888889,0.9387755102040817,1.0,0.974783,0.9268900000000001,0.867342,pdb
585,3ko3D,0.6178991519534256,0.7784994047378243,4,0.008553100498930863,0.5,0.6666666666666666,0.9507335366,0.8000536585,0.7234371951,pdb
586,3l7xA,0.456957491255991,0.714845824458222,81,0.7982456140350878,0.945054945054945,0.9651162790697675,0.8996774566,0.8977699422000001,0.8952485549,pdb
587,3lisB,0.3134873351043356,0.6653662076517914,24,0.044923629829290206,0.64,0.78125,0.9717377551,0.927627551,0.9263326531,pdb
588,3mpwB,0.5689045625125996,0.778481450326208,37,0.20480404551201012,0.5185185185185185,0.5595238095238095,0.9071398058000001,0.8918718447,0.8671640777,pdb
589,3mwnA,0.3442748298368178,0.629528450051759,12,0.2086693548387097,0.42995169082125606,0.3146067415730337,0.9559345865000001,0.8093609023,0.7625255639,pdb
590,3nn8E,0.36082781543513526,0.7185013687909363,18,0.11472602739726027,0.21641791044776118,0.7931034482758621,0.9653146552,0.8796931034000001,0.8503146552,pdb
591,3nobE,0.48801706663478395,0.6339575577496481,12,0.016042780748663103,0.4166666666666667,0.8,0.9663153846,0.8964179487,0.7255115385,pdb
592,3nygA,0.31373726905344096,0.6715478427465972,12,0.1427061310782241,0.37037037037037035,0.78,0.9662585859,0.8717888889000001,0.8559333333,pdb
593,3o4yA,0.4105531939933364,0.6255259204463646,11,0.451568894952251,0.8761329305135952,0.15172413793103448,0.911847449,0.8892637755,0.8752321429000001,pdb
594,3o5iB,0.678620373035447,0.8125399752687039,10,0.05568627450980392,0.6197183098591549,0.4772727272727273,0.9701375,0.8581749999999999,0.8570117188,pdb
595,3otpI,0.2800839688610694,0.4744600037158688,11,0.8247978436657682,0.7843137254901961,0.49166666666666664,0.6846272727,0.5993022727,0.5720477273,pdb
596,3qqcE,0.3202080720456273,0.5384981411506343,13,0.035982008995502246,0.5208333333333334,1.0,0.9710590164,0.9438163934,0.9346540984,pdb
597,3rckX,0.5340443387090955,0.7005383774401412,13,0.012533572068039392,0.5714285714285714,1.0,0.9785283133,0.8007271084,0.7966355422,pdb
598,3rvdM,0.5397286768489038,0.6780390046116296,102,0.5774647887323944,0.3008130081300813,0.8918918918918919,0.8697573171,0.8685853659,0.8672170732000001,pdb
599,3s85D,0.7981458568875751,0.9001699386167877,5,0.04563492063492063,0.6086956521739131,0.35714285714285715,0.9676333333,0.8893606061,0.8849202020000001,pdb
600,3sdkJ,0.5349454913210706,0.6845028464576325,18,0.013916500994035786,0.5,1.0,0.958479798,0.726480303,0.7182222222,pdb
601,3sxtE,0.6941496057345012,0.8245310538963336,7,0.05367231638418079,0.8421052631578947,0.875,0.9093554745,0.8262240876,0.8173218978,pdb
602,3tgxD,0.7910967951481561,0.9189565674348374,4,0.14227226202661208,0.2517985611510791,0.17142857142857143,0.8668783582,0.8625567164,0.849019403,pdb
603,3tm9A,0.7587451753313791,0.8793725876656895,2,0.0,0.0,0.0,0.9683575342,0.8656671233000001,,pdb
604,3ts2A,0.37299932204308295,0.5788035619333989,121,0.3194444444444444,0.782608695652174,0.9444444444444444,0.8688641892000001,0.8672804054000001,0.8638060811,pdb
605,3ureA,0.4796706321759796,0.7050748265502704,10,0.008729388942774006,0.8888888888888888,0.625,0.9829020202000001,0.7180343434,0.7143681818000001,pdb
606,3utkB,0.5896230185213994,0.7646210207349418,108,0.9302325581395349,0.675,0.8888888888888888,0.8360503759,0.8337443609,0.8333909774,pdb
607,3vg8D,0.47563713566695753,0.7087758295509736,69,0.1734860883797054,0.6226415094339622,0.6666666666666666,0.9568103448,0.8809224138,0.8680422414000001,pdb
608,3wbrC,0.27825172927088404,0.5360174172404769,8,0.05475206611570248,0.8301886792452831,0.9772727272727273,0.9713007692000001,0.9674192308,0.8279038462,pdb
609,3wu2l,0.5229321207434358,0.7134138304385752,19,0.6241830065359477,0.9685863874345549,0.8594594594594595,0.9443027027,0.9153594595000001,0.9119918919000001,pdb
610,3zlpC,0.6236259716442606,0.7821723829243895,5,0.003589375448671931,0.8,1.0,0.9662897849000001,0.7944182796,0.715627957,pdb
611,3zlpN,0.617485122299221,0.7998569725200311,4,0.004313443565780014,0.6666666666666666,1.0,0.9666408602000001,0.8071876344000001,0.715627957,pdb
612,3zlpP,0.6238513003752983,0.8018407722811842,4,0.002867383512544803,1.0,1.0,0.9662897849000001,0.7923903226,0.715627957,pdb
613,3zowN,0.6117179885495706,0.7469835729466887,12,0.02849002849002849,0.575,0.4782608695652174,0.9742543210000001,0.8766469136,0.8633543210000001,pdb
614,3zvyB,0.19773280327857612,0.6002953178906582,15,0.7228915662650602,0.8933333333333333,0.44776119402985076,0.9379361111000001,0.9304125,0.9118430556,pdb
615,4a6cA,0.3028576354189167,0.6656691994389548,14,0.08105369807497467,0.8875,0.7323943661971831,0.9655868687,0.9099272727000001,0.8908929293000001,pdb
616,4auwA,0.5721529716850776,0.7383913756532147,4,0.010040160642570281,0.7333333333333333,0.7272727272727273,0.9704614583000001,0.9599968750000001,0.9268229167,pdb
617,4avpA,0.32757000306211564,0.6129361908030463,11,0.1516279069767442,0.8650306748466258,0.5390070921985816,0.8979132075,0.8878273585,0.8823801887,pdb
618,4b6mA,0.805742025557606,0.902871012778803,2,0.0,0.0,0.0,0.9435607143,0.7411249999999999,,pdb
619,4b6sC,0.8617920163341709,0.9308960081670854,2,0.0,0.0,0.0,0.9542149701,0.8156293413,,pdb
620,4bi3A,0.5636416853207229,0.7402219917760942,8,0.0176522506619594,0.85,0.5882352941176471,0.967708589,0.7735558282,0.7377699387000001,pdb
621,4c3wA,0.29338590543719206,0.49864624680423986,13,0.13427947598253276,0.6829268292682927,0.5238095238095238,0.9819201550000001,0.9813604651000001,0.7034480620000001,pdb
622,4c8eC,0.7624235795338768,0.8483116179492435,9,0.03371647509578544,0.6590909090909091,0.5517241379310345,0.9327027473,0.895171978,0.8669879121,pdb
623,4ch8G,0.253609412821215,0.4176040643254023,18,0.9881422924901185,0.892,0.45739910313901344,0.9174166667,0.8552333333000001,0.8389194444,pdb
624,4cjtB,0.42929474072612117,0.7059211947860454,42,0.04326923076923077,1.0,0.8333333333333334,0.8494491803,0.8387721311,0.8240584699,pdb
625,4crwB,0.3500880123787062,0.6392889039055042,13,0.0984360625574977,0.45794392523364486,0.30612244897959184,0.9098357143,0.8852928571,0.8656763736,pdb
626,4d5le,0.1789120271111697,0.37055617665692137,29,0.9641025641025641,0.7180851063829787,0.8592592592592593,0.8000084746,0.7732254237,0.7339016949,pdb
627,4d67k,0.9893778975704756,0.9950349615222783,3,0.0440499671268902,0.07462686567164178,0.0,0.9592285714000001,0.9503171429,0.9131985714,pdb
628,4dcnA,0.44712406102280156,0.7480076345372009,8,0.02107409925220938,0.9032258064516129,0.32142857142857145,0.9641289157,0.8397873494,0.8141144578,pdb
629,4draG,0.3590167071227156,0.5701657983064276,18,0.9730586370839936,0.1482084690553746,0.4945054945054945,0.9051285714,0.905027381,0.9033928571000001,pdb
630,4e7vK,0.28149478927388516,0.6093422953666565,15,0.3703071672354949,0.7603686635944701,0.8606060606060606,0.9697285714,0.9677095238000001,0.965147619,pdb
631,4emhX,0.2604116250269824,0.5429234749556344,12,0.522887323943662,0.9865319865319865,0.4641638225255973,0.8928152381000001,0.8880352381000001,0.8853419048000001,pdb
632,4f7uQ,0.3626078122718201,0.6215355828988618,15,0.02827140549273021,0.7714285714285715,0.9629629629629629,0.9251906977000001,0.8377736434,0.7897441860000001,pdb
633,4fe1L,0.3261259738956342,0.6239433832653934,17,0.41847826086956524,0.7662337662337663,0.3728813559322034,0.9292642857000001,0.8582298701000001,0.8104461039,pdb
634,4fgiG,0.7147831985488516,0.8358255343341422,6,0.8315412186379928,0.21982758620689655,0.4411764705882353,0.9299515152000001,0.8965278788000001,0.8730557576,pdb
635,4gukD,0.6603458809888473,0.8001862356562728,12,0.03195635229929852,1.0,0.8292682926829268,0.9162347368,0.8642573684,0.8180657895000001,pdb
636,4h4lK,0.7487132203975236,0.8418207142518428,9,0.012142857142857143,0.7647058823529411,0.6153846153846154,0.9447405405,0.8464445946,0.8327763514000001,pdb
637,4hjuB,0.58848798860624,0.797548662125414,5,0.009722222222222222,0.6428571428571429,0.4444444444444444,0.9299779528000001,0.8411007874,0.8068244094,pdb
638,4hmyC,0.6158595450808214,0.776244177183524,8,0.019722425127830533,0.7037037037037037,0.7368421052631579,0.9391703488,0.7691784884,0.7394569767,pdb
639,4hr2B,0.6089569150063555,0.7909214029690693,7,0.036036036036036036,0.25,1.0,0.9595344828000001,0.884602069,0.8396103448000001,pdb
640,4hsjA,0.3938427058622448,0.6092259371239018,13,0.0375,0.8,0.5555555555555556,0.9562321839000001,0.8814540230000001,0.8807218391,pdb
641,4hzbA,0.4837151971641068,0.7459311756774869,12,0.009345794392523364,0.8461538461538461,0.7272727272727273,0.9790033613,0.9613672269,0.8557294118000001,pdb
642,4i7nB,0.7429026169954189,0.8974686688543376,8,0.16061185468451242,0.2619047619047619,0.9318181818181818,0.9204983957,0.9092973262,0.9076181818,pdb
643,4il6j,0.6862501647781483,0.8512327243242274,10,0.11807447774750227,0.8692307692307693,0.6548672566371682,0.9309567568,0.9275027027,0.9274351351000001,pdb
644,4j8uD,0.22635963414812382,0.43509611582310437,10,0.9957446808510638,0.40384615384615385,0.9894179894179894,0.8738144,0.8232904,0.767492,pdb
645,4ji2G,0.32054138778639846,0.621941372485542,11,0.013375295043273014,0.6470588235294118,0.5454545454545454,0.9549448718,0.8301570513000001,0.7716794872,pdb
646,4k19A,0.41100700469804147,0.6543326686948729,5,0.006144393241167435,0.5,1.0,0.9472766667,0.5664505556,0.5486333333,pdb
647,4k62D,0.22726513572333173,0.42839037176371375,8,0.6434782608695652,0.3108108108108108,0.9565217391304348,0.7609567073,0.5236335366,0.5230713415,pdb
648,4k8fA,0.3262045846157264,0.6434985847175494,11,0.9218472468916519,0.07514450867052024,0.6666666666666666,0.8593470588000001,0.8578720588000001,0.8547426471,pdb
649,4kzzK,0.2131026370288057,0.39331970910847674,11,0.6873508353221957,0.3159722222222222,1.0,0.7340333333,0.7219278788,0.6964775758,pdb
650,4l4tB,0.6062582700175695,0.7708052020245982,10,0.037142857142857144,0.6346153846153846,0.3939393939393939,0.9686515152,0.8459585859000001,0.8451181818,pdb
651,4l55B,0.23891060807366427,0.5665866356379462,12,0.03636363636363636,0.5,0.8,0.9626193548,0.7950685484000001,0.7532653226,pdb
652,4lbkA,0.7120655384952879,0.8371446169117727,8,0.012363636363636363,0.9411764705882353,0.625,0.983257971,0.8689471014,0.8432210145,pdb
653,4lcxF,0.22490957260837371,0.44648418218439506,14,0.9345794392523364,0.85,0.38823529411764707,0.8030670588000001,0.7144994118,0.5978464706000001,pdb
654,4lf9S,0.27329286101200145,0.7141512076011345,44,0.3217821782178218,0.6923076923076923,0.9555555555555556,0.8984860215,0.8922376344,0.8851010753,pdb
655,4lfaO,0.4502548341413403,0.7188570777644357,8,0.026224982746721876,0.7894736842105263,0.36666666666666664,0.9603617978000001,0.8432595506,0.8271730337000001,pdb
656,4lfzQ,0.8509804414915405,0.9254902207457703,2,0.0,0.0,0.0,0.9322761364000001,0.8869818182,,pdb
657,4mzpD,0.36143414754302394,0.7583940360682738,11,0.08838643371017471,0.7906976744186046,0.35294117647058826,0.9174894737,0.8455526316,0.8367864662000001,pdb
658,4n3eY,0.6708679048677652,0.8207718003730748,3,0.0053639846743295016,0.5714285714285714,0.0,0.9382896970000001,0.6956648485,0.6520969697,pdb
659,4n6v5,0.4696169240086287,0.6500037400237606,10,0.0204369274136716,0.3103448275862069,0.8888888888888888,0.980756044,0.7343142857,0.7046516484,pdb
660,4nkmF,0.5546928109958341,0.7868944201727539,47,0.1309823677581864,0.4519230769230769,0.8936170212765957,0.8966789855,0.8715898551,0.8670231884,pdb
661,4o0nL,0.5462787188906765,0.7751834350386093,23,0.6773547094188377,0.39644970414201186,0.9850746268656716,0.9303339181,0.9174631579,0.8952649123,pdb
662,4ox0B,0.5339921788135983,0.7746493149850242,10,0.4474153297682709,0.9800796812749004,0.8130081300813008,0.9410682692000001,0.9410682692000001,0.9344778846,pdb
663,4ox9E,0.543093681965303,0.7715468409826516,2,0.0,0.0,0.0,0.9494055901,0.524984472,,pdb
664,4p9jA,0.2791728456097205,0.6843193133969019,36,0.04142011834319527,0.6785714285714286,0.8947368421052632,0.9319494444,0.8230005556000001,0.8072627778,pdb
665,4pa9B,0.3253684180349631,0.5217470562946137,18,0.9065420560747663,0.35309278350515466,0.8759124087591241,0.9447926174000001,0.9274348993,0.9273751678000001,pdb
666,4pikC,0.5927147959222736,0.7324333013014503,19,0.023148148148148147,0.7,0.8571428571428571,0.9450355705000001,0.7856120805,0.7676476510000001,pdb
667,4pjoo,0.3208989025128407,0.59638268239182,88,0.9696969696969697,0.90625,0.6896551724137931,0.8000380952,0.7980365079,0.7975214286000001,pdb
668,4pkoS,0.37696475072785196,0.6965895882835843,18,0.04006410256410257,0.7,0.9714285714285714,0.8960979381,0.8406237113,0.8353927835,pdb
669,4pv1B,0.2519435459596757,0.4033072669865617,16,0.6201232032854209,0.5364238410596026,0.4382716049382716,0.8597312500000001,0.715714375,0.67570375,pdb
670,4qp5B,0.719804205940299,0.8246781629634854,26,0.13539823008849558,0.2222222222222222,0.5882352941176471,0.9530657143000001,0.8653742857000001,0.8250278571,pdb
671,4qw4X,0.45573211007973113,0.6700734673284741,17,0.014955134596211365,0.5333333333333333,0.875,0.9579964646,0.7182222222,0.6772964646,pdb
672,4tuaY,0.3815102763122023,0.5041577616439952,47,0.04666666666666667,0.8571428571428571,0.8333333333333334,0.9335927536,0.8926402174,0.8494050725000001,pdb
673,4tucQ,0.6168655686589465,0.8058608724698006,12,0.11089108910891089,0.42857142857142855,0.75,0.9507703125,0.8912031250000001,0.8735624999999999,pdb
674,4u1vD,0.4284400647054369,0.6660057418166812,23,0.21888412017167383,0.43137254901960786,0.7727272727272727,0.9571552632,0.9138763158000001,0.8421000000000001,pdb
675,4u20C,0.41306169170876095,0.6398545231713183,36,0.06989247311827956,0.9230769230769231,0.9166666666666666,0.9351430894,0.9045154472,0.9042902439,pdb
676,4u3mm,0.21241507744066274,0.4570096586452075,11,0.6955223880597015,0.8884120171673819,0.3864734299516908,0.9181395455,0.7776372727,0.7384445455,pdb
677,4u3nm,0.29723842551735835,0.6446560317747688,26,0.8613861386138614,0.5977011494252874,0.9807692307692307,0.9384672131,0.9232644809,0.9218967213,pdb
678,4u3ud,0.7208050220772622,0.8533414749192934,9,0.13523131672597866,0.7105263157894737,0.5648148148148148,0.898855,0.885895,0.8677616667,pdb
679,4u4qC,0.3883155014462243,0.7316611341022178,50,0.12582781456953643,1.0,0.8026315789473685,0.9300098592,0.9200823944000001,0.8924232394,pdb
680,4u4rD,0.7539791733318386,0.8581792228510334,6,0.12307692307692308,0.3472222222222222,0.32,0.8912591667,0.8871683333,0.8712983333000001,pdb
681,4u4ud,0.35776401839974226,0.5764049057579634,38,0.8131868131868132,0.8243243243243243,0.8770491803278688,0.8202878505000001,0.8189130841000001,0.8179046729,pdb
682,4u4zd,0.3468862229994594,0.596236391704709,30,0.8917378917378918,0.5143769968051118,0.4472049689440994,0.8202878505000001,0.8179046729,0.812211215,pdb
683,4u50C,0.30886995962992064,0.5818034851631998,6,0.16074600355239788,0.430939226519337,0.2564102564102564,0.8853809524,0.8738895238000001,0.8641466667000001,pdb
684,4u50C,0.30886995962992064,0.5818034851631998,6,0.16074600355239788,0.430939226519337,0.2564102564102564,0.8853809524,0.8738895238000001,0.8641466667000001,pdb
685,4u50d,0.25307665353253783,0.6893539451504118,15,0.27696526508226693,0.11551155115511551,0.7142857142857143,0.8881100000000001,0.8777349999999999,0.8233425,pdb
686,4u51D,0.27918410481500244,0.6548747708240362,15,0.05551211884284597,0.5774647887323944,1.0,0.8966875,0.8882941667,0.8428049999999999,pdb
687,4u51M,0.20931561786724845,0.4421793337215898,13,0.9811320754716981,0.9951923076923077,0.5893719806763285,0.9181395455,0.8462009091,0.7232459091,pdb
688,4udeB,0.9248610765152189,0.9719105629315749,4,0.06294964028776978,0.32857142857142857,0.8260869565217391,0.9058672727,0.8967127273000001,0.8927918182000001,pdb
689,4ujcB,0.3310590404839891,0.4550960514756916,49,0.4,1.0,1.0,0.8787027237,0.6570303502,0.6564618677,pdb
690,4ut9L,0.6856251898997427,0.7859377774121765,109,0.8875,0.6338028169014085,1.0,0.8549279221,0.8532649351,0.8503876623000001,pdb
691,4uz2D,0.47341101754296194,0.5635213359281175,33,0.15119363395225463,0.6140350877192983,0.9857142857142858,0.9369259999999999,0.9303779999999999,0.9191309999999999,pdb
692,4v47A,0.3019753008932555,0.7269625996881022,15,0.10234741784037558,0.3211009174311927,0.6571428571428571,0.9501007042,0.8558352113000001,0.8410183099,pdb
693,4v4gF,0.20885413344979417,0.409213295446996,13,0.6152380952380953,0.5479876160990712,0.807909604519774,0.7650068493000001,0.7568150685,0.6860863014,pdb
694,4v4gH,0.23939054020736247,0.42921957545319644,10,0.9071146245059288,0.5620915032679739,0.3488372093023256,0.7496150685,0.7139438356000001,0.6533150685,pdb
695,4v4nB,0.39830185978050925,0.6826381797650442,4,0.00572655690765927,1.0,0.5,0.9739869919,0.765099187,0.6720130081,pdb
696,4v4pA,0.5089505613041377,0.6865369452127335,19,0.048355899419729204,0.9,0.7111111111111111,0.9586815789,0.8962618421,0.8956802632,pdb
697,4v4qB,0.6873570708845023,0.8013103033687035,23,0.6384297520661157,0.6181229773462783,0.518324607329843,0.9459859060000001,0.9282073826,0.9207275168,pdb
698,4v4qC,0.5114809883850744,0.6691477210621605,21,0.17866004962779156,0.2638888888888889,0.7368421052631579,0.924400431,0.8265620690000001,0.7977616379,pdb
699,4v50D,0.3272328500256921,0.6108360738683296,10,0.6603053435114504,0.22350674373795762,0.5948275862068966,0.9554282609,0.9425717391,0.9419500000000001,pdb
700,4v52B,0.4402459372029772,0.6135860274172019,16,0.045847750865051905,0.7735849056603774,0.7073170731707317,0.9485375887,0.8972723404,0.8693156028000001,pdb
701,4v5aD,0.3381795413078739,0.7158306180540597,55,0.5059288537549407,0.7578125,1.0,0.9068035294000001,0.9061294118000001,0.8980270588,pdb
702,4v5bC,0.24349065210665233,0.44376542738370856,11,0.7496274217585693,0.09542743538767395,0.7916666666666666,0.7960885714,0.7723371429,0.74975,pdb
703,4v5cB,0.43451509802915983,0.6889299820465173,17,0.03219315895372234,0.75,0.9583333333333334,0.9567231441,0.9192034934000001,0.8882052402,pdb
704,4v5pD,0.2853106202457476,0.538840324776439,31,0.8533834586466166,0.5198237885462555,0.652542372881356,0.8931566667,0.8781316667,0.8757683333,pdb
705,4v5sA,0.3612658604655941,0.6875226627978813,97,0.0707070707070707,0.9047619047619048,0.8421052631578947,0.9258163180000001,0.8810853556,0.8756485356,pdb
706,4v63C,0.6286460594104842,0.8020333858921092,13,0.08983218163869694,0.45054945054945056,0.9024390243902439,0.9507703125,0.8732113281,0.8728656250000001,pdb
707,4v63D,0.7260231877158153,0.8522713397108093,3,0.09259259259259259,0.8,0.0,0.9313905797,0.8154380435,0.8150568841,pdb
708,4v6dB,0.26405146528118073,0.5523681893366109,14,0.09468085106382979,0.9325842696629213,0.5783132530120482,0.8640745455000001,0.8520309091,0.8488,pdb
709,4v6gD,0.28246198589622995,0.7098567057969446,14,0.08309178743961353,0.5116279069767442,0.6818181818181818,0.9485971429000001,0.8622785714000001,0.8380935714000001,pdb
710,4v6gD,0.28246198589622995,0.7098567057969446,14,0.08309178743961353,0.5116279069767442,0.6818181818181818,0.9485971429000001,0.8622785714000001,0.8380935714000001,pdb
711,4v6iB,0.20498039204957216,0.5894636323862652,16,0.11049723756906077,0.37,0.4594594594594595,0.9322963134000001,0.9213405530000001,0.8958829493,pdb
712,4v6pB,0.27450060516896396,0.5731168783848853,17,0.31222222222222223,0.16725978647686832,0.3404255319148936,0.9514220472,0.8909598425,0.8830913386,pdb
713,4v6tA,0.6739586056187352,0.8276647520909142,3,0.005594405594405594,0.5,0.0,0.9413845528,0.8384910569,0.5390178862,pdb
714,4v6xA,0.3425500651212594,0.7647036761700169,51,0.430939226519337,0.6025641025641025,0.7446808510638298,0.9250465753,0.9166445205,0.9153178082000001,pdb
715,4v7hB,0.2474503575567858,0.46939349463869456,21,0.2421875,0.967741935483871,0.3,0.8274103286000001,0.8050483568,0.7835596244,pdb
716,4v7xD,0.4511365266958136,0.6988135626069445,87,0.05295315682281059,0.8461538461538461,0.8181818181818182,0.9259092199000001,0.8721865248,0.8677148936,pdb
717,4v84B,0.9944830989868194,0.9972415494934097,2,0.0,0.0,0.0,0.9725711864000001,0.9653389831,,pdb
718,4v89B,0.2796272458597159,0.645007036658831,19,0.12895927601809956,0.8333333333333334,0.6105263157894737,0.9513377953000001,0.8917149606,0.8872826772,pdb
